session_id,target
1,9.676307568800057e-05
2,4.4945518565764635e-14
3,4.835410710273124e-10
4,2.77000328824082e-09
5,1.0745073277627462e-05
6,4.564009708963714e-06
7,0.000583916184756842
8,0.00021233811625159959
9,3.241569304279357e-05
10,0.0022268544883755842
11,3.5135353975396666e-06
12,1.7305038846622041e-06
13,6.13772946264088e-06
14,0.01693946680807863
15,7.69135776416987e-05
16,6.375843051971712e-05
17,0.02136693504799479
18,9.95330508553254e-07
19,0.0005858888533000004
20,2.627061273848466e-12
21,0.03218778715556369
22,9.94268889231373e-08
23,2.9563104713077742e-05
24,0.004682682841688702
25,0.06513654764504537
26,2.1484924525813462e-08
27,2.1304694227990363e-05
28,5.203589321068195e-09
29,0.020782923009672567
30,5.963139274712214e-05
31,0.03353182147864153
32,0.012680651203173134
33,2.405266134269899e-05
34,8.33553989009067e-08
35,0.025434040839750222
36,0.0001380917510807093
37,2.2060558196748203e-10
38,8.680797729760842e-13
39,1.6242420659966558e-05
40,1.0570988622564315e-06
41,0.00034740467967916413
42,0.0015196696602290739
43,3.407805934466336e-06
44,3.652412012206732e-06
45,0.5048157155016287
46,5.725433587147698e-06
47,0.0001000280336019082
48,4.598348142556924e-06
49,1.98541048004477e-05
50,2.447904081260285e-07
51,5.586442599407754e-10
52,8.170272172742192e-06
53,0.017633485519807042
54,4.6026444280373554e-05
55,5.433338106871157e-06
56,0.008004788283519193
57,1.9862570173683794e-08
58,6.739412209232477e-07
59,1.9784615714291576e-08
60,8.580349788252897e-08
61,1.9320770957014332e-07
62,3.9306149610793114e-05
63,1.4134744453919237e-07
64,1.6527134724251963e-05
65,3.456049684772572e-09
66,5.158261152552658e-12
67,1.3178241777323551e-05
68,0.0002476191728122245
69,0.04494359753550448
70,3.659041743041986e-06
71,0.00011702358639188426
72,7.908080287952615e-07
73,0.11146845906317725
74,1.8177438854808415e-12
75,7.09879270737884e-05
76,0.0007544587606573856
77,0.00020974914532548845
78,0.002260839810017141
79,2.6936161146463096e-06
80,3.460121244446893e-06
81,1.0924332045061298e-06
82,0.00010587182447312222
83,3.7671748099731125e-09
84,0.5754090895394641
85,7.801051539219158e-06
86,7.006281929545318e-11
87,0.002079903559551947
88,0.0006240726891683833
89,0.0003061502761029275
90,0.030598035173953084
91,2.5204301345332664e-06
92,4.938931033759667e-07
93,0.05289312855680163
94,4.8970312389359715e-05
95,0.08414860249937516
96,5.986685941016594e-13
97,0.00014443411546343401
98,1.5728603880149623e-06
99,7.950840818125029e-07
100,1.4969660257060726e-05
101,5.82205338328459e-06
102,0.07236046366169042
103,6.87105091051817e-05
104,6.667356232006027e-05
105,1.860169961023868e-06
106,9.264720120447673e-06
107,0.003148182308528663
108,1.1916584619724612e-05
109,1.8071405131643874e-07
110,7.410868446864887e-07
111,4.226780089266114e-05
112,2.6673030561243983e-09
113,0.0003558428587126518
114,1.2557044207281995e-07
115,5.6960288581111625e-06
116,1.2608188501464111e-05
117,6.60566743434563e-05
118,0.0030285116861176347
119,0.00013599347733448162
120,6.171739842494152e-05
121,1.3350342000826714e-06
